id,addr_stree,addr_house,addr_postc,addr_subur,air_condit,amenity,biergarten,brand,capacity,contact_ph,contact_we,cuisine,delivery,descriptio,diet_vegan,diet_veget,indoor_sea,indoor_s_1,internet_a,internet_1,name,opening_ho,outdoor_se,smoking,takeaway,wheelchair,Lat,Lon,Brick,_Distance
node/63253660,Damaschkestraße,"31",10711,Halensee,,restaurant,,,,+49 30 31809777,https://www.ristorantesalveberlin.de/,italian,,,no,yes,,,,,Ristorante Salve,"Tu-Su 16:00-22:00; Mo off",,,,limited,52.500979000000001,13.297644000000000,Charlottenburg-Wilmersdorf,301.860022727305818
node/78438027,Quäkerstraße,"2",13403,Reinickendorf,,restaurant,,,,,,balkan,,,,,,,,,Dalmacija,Tu-Su 12:00-22:00,,,,yes,52.572519000000000,13.308270000000000,Reinickendorf,55.478598711883741
node/78467656,Wittestraße,"49",13509,Reinickendorf,,restaurant,,,,,,german,,,,,,,,,Schlemmerküche,Mo-Fr 11:30-13:30,,,,limited,52.577114999999999,13.307314999999999,Reinickendorf,21.412135983167541
node/79454844,Bundesplatz,"2",10715,Wilmersdorf,,restaurant,,,,,,greek,,,,,true,,,,Taverna Athos,Mo-Su 12:00-23:00,yes,,,,52.480029999999999,13.327716000000001,Charlottenburg-Wilmersdorf,153.024609671572250
node/79769672,Zobeltitzstraße,"90",13403,Reinickendorf,,restaurant,,,,,,italian,,,,,,,,,Pizzaria Tamara,,,,,no,52.570129999999999,13.309818999999999,Reinickendorf,225.434167438414562
node/81362518,Theodor-Heuss-Platz,"10",14052,Westend,,restaurant,,,,,,german,,,,,true,,,,JOE'S Restaurant & Wirtshaus,10:00-24:00,yes,,,limited,52.509874000000003,13.270883000000000,Charlottenburg-Wilmersdorf,24.390255353174322
node/81362605,Lindenallee,"28",14050,Westend,,restaurant,,,,,,german,,,,,true,,,,Lindenwirtin,"Mo-Su,PH 15:00+",yes,,,yes,52.510621000000000,13.271661000000000,Charlottenburg-Wilmersdorf,66.230492904655719
node/86001794,Friedrichstraße,"167;168",10117,Mitte,,restaurant,,,,+49 30 20672828,http://www.boccadibacco.de/,italian,,,,,,,,,Bocca di Bacco,Mo-Sa 12:00-24:00,yes,,,no,52.515112000000002,13.388908000000001,Mitte,59.833620008758366
node/86001825,Charlottenstraße,"56",10117,Mitte,,restaurant,,,,,,german,,,,,true,,,,Lutter & Wegner,"Mo-Su,PH 12:00-24:00",yes,,,no,52.513212000000003,13.391178000000000,Mitte,157.378665453706390
node/87040391,Friedrichstraße,185-190,10117,Mitte,,restaurant,,,,+49 30 20450559,https://www.maximilians-berlin.de/,german,,,,,true,,,,Maximilians,Mo-Su 11:30-23:30,yes,,,yes,52.511344000000001,13.389181000000001,Mitte,30.768921782451145
node/87040394,Kronenstraße,"66",10117,Mitte,,restaurant,,,,,,japanese,,,,yes,true,,wlan,,Izumi Sushi Bar,"Mo-Fr 11:00-23:00; Sa 12:00-23:00; Su 01:00-23:00",yes,,,yes,52.511291999999997,13.388712000000000,Mitte,62.970960255437760
node/89274703,Panoramastraße,"1",10178,Mitte,,restaurant,,,,,,german,,,,,true,,wlan,no,Der Alte Fritz,"PH,Mo-Su 12:00-22:00",yes,,yes,,52.521430000000002,13.409207000000000,Mitte,57.991530931164490
node/89275075,,,,,,restaurant,,,,,,turkish,,,,,,,,,Azem,,,,,,52.518011999999999,13.407163000000001,Mitte,42.028035870362771
node/89275135,Rathausstraße,"21",10178,Mitte,,restaurant,,,,+49 30 24720603,https://www.mutterhoppe.de/,german,,,,yes,true,,,,Mutter Hoppe,Mo-Sa 11:30-22:00+,yes,outside,,no,52.517586999999999,13.405899000000000,Mitte,139.947095263356459
node/89275143,Rathausstraße,"25",10178,Mitte,,restaurant,,,,+49-30-97005787,,german,,,,,true,,,,Julchen Hoppe,Mo-Fr 11:30+,yes,,,yes,52.517268000000001,13.405025000000000,Mitte,193.638439811107730
node/89275203,Neue Roßstraße,"13",10179,Mitte,,restaurant,,,,+49 30 24600950,https://shezan-liefer.de/,indian,,,,,,,,,Shezan,Mo-Su 11:30-23:30,,,,limited,52.512146000000001,13.408129000000001,Mitte,117.716543275144772
node/89960246,Berliner Straße,"70",13507,Tegel,,restaurant,,,,+49 30 36427699,https://trattoria-monticchiello.com/,italian,,,,,true,,,,Trattoria Monticchiello,"Mo off; Tu-Th 12:00-22:00; Fr-Su 15:00-22:00",yes,,,no,52.582721999999997,13.290115000000000,Reinickendorf,39.567598681781099
node/136721344,Auguste-Viktoria-Allee,"79",13403,Reinickendorf,,restaurant,,,,,,balkan,,,,,,,,,Pula-Grill,Mo-Su 11:30-23:00,,,,limited,52.570185000000002,13.320660000000000,Reinickendorf,218.816707824861709
node/137483925,Alt-Moabit,"141",10557,Moabit,,restaurant,,,"1",+49 30 3942081,,german,,,,,true,,,,Paris-Moskau,"Mo-Fr 12:00-15:00,18:00+, Sa 18:00+",yes,,,yes,52.522590000000001,13.364478000000000,Mitte,141.783817563778285
node/84644780,Anhalter Straße,"1",10963,Kreuzberg,,restaurant,,,,,,mexican,,,,,true,,,,Cancun,"PH,Mo-Su 11:30-02:00",yes,,,yes,52.504469000000000,13.382747000000000,Friedrichshain-Kreuzberg,39.059025575602917
node/171073634,Anklamer Straße,"27",10115,Mitte,,restaurant,,,,+49 30 81798172,https://jaspers-berlin.de/,german,,,,,true,,wlan,,Jasper's,"Tu-Sa 17:00-23:00, Su 12:00-20:00",yes,,,no,52.536583999999998,13.400690000000001,Mitte,347.349297585686145
node/203592976,Oberfeldstraße,"24",12683,Biesdorf,,restaurant,,,,+49 30 4721620,http://www.zur-kleinen-remise.de,german,,,,,true,,,,Zur kleinen Remise,"We-Su 11:00-24:00;""nach Vereinbarung""",yes,outside,,yes,52.518923999999998,13.555396999999999,Marzahn-Hellersdorf,38.073383445809050
node/203596116,Oberfeldstraße,"30",12683,,,restaurant,,,,,,greek,no,,,,true,120,,,Herkules I,"Mo-Su,PH 12:00-24:00",yes,,yes,yes,52.520263000000000,13.555653000000000,Marzahn-Hellersdorf,100.398923880029699
node/205497468,Waidmannsluster Damm,"77",13509,Tegel,,restaurant,,,,,,german,,,,,true,,,,Tomasa Landhaus im Schollenkrug,Mo-Su 09:00-00:00,yes,outside,,no,52.600667999999999,13.303004000000000,Reinickendorf,120.819307314028350
node/248651464,Schönhauser Allee,"12",10119,Prenzlauer Berg,,restaurant,,,,+49 30 44017333,,italian,,,,yes,true,,,,I Due Forni,Mo-Su 12:00-24:00,yes,outside,yes,yes,52.530830999999999,13.412464000000000,Pankow,109.540572168548394
node/249094437,Knaackstraße,"99",10435,Prenzlauer Berg,,restaurant,,,,,,mexican,,,,,true,,,,Mad Meals,,yes,outside,,,52.540618000000002,13.414039000000001,Pankow,45.653828144617989
node/250067344,Rykestraße,"39",10405,Prenzlauer Berg,,restaurant,,,,,,german,,,,yes,,,,,Ryke,"We-Sa 18:00-23:00, Su 13:00-21:30",,,,,52.537652999999999,13.421214000000001,Pankow,180.572636939852572
node/250588809,,,,,,restaurant,,,,,,vietnamese,,,,,true,,,,Anjoy,"Mo-Sa, PH 12:00-23:30; Su 11:00-23:30",yes,isolated,,limited,52.536141999999998,13.420534000000000,Pankow,156.697354168726434
node/251335826,Fürstenwalder Allee,"17",12589,Rahnsdorf,,restaurant,,,,,,asian,,Asia Buffet Restaurant,yes,yes,,,,,Seepalast,12:00-22:30,,,,yes,52.441712000000003,13.687253999999999,Treptow-Köpenick,36.001756971948424
node/254003168,Eisenacher Straße,"54",10823,Schöneberg,,restaurant,,,,,,indian,,,yes,yes,true,,,,Yogi-Haus,"Mo-Th, Su 11:30-23:00; Fr,Sa 11:30-24:00",yes,,,yes,52.486277999999999,13.350668000000001,Tempelhof-Schöneberg,237.463881524600424
node/254307092,Augsburger Straße,"41",10789,Charlottenburg,,restaurant,,,,,,french,,,,,,,,,Le Faubourg,,,no,,yes,52.502693000000001,13.331882000000000,Charlottenburg-Wilmersdorf,24.032266274304579
node/254307115,Los-Angeles-Platz,"1",10789,,,restaurant,,,,,,german,,,,,,,,,Berliner Stube,,,,,yes,52.502868999999997,13.334607000000000,Charlottenburg-Wilmersdorf,73.493506008703676
node/254992619,Am Bahnhof Grunewald,"4",14193,Grunewald,,restaurant,,,,+49 30 8929356,http://www.restaurantfloh.de/,german,,,,,,,,,Floh,Tu-Su 12:00-18:00,,,,,52.488002999999999,13.263427999999999,Charlottenburg-Wilmersdorf,44.608020505277182
node/254992627,,,,,,restaurant,,,,,,italian,,,,,,,,,Trattoria Gioachino,,,,,yes,52.487884000000001,13.262841000000000,Charlottenburg-Wilmersdorf,27.122221265518032
node/255052976,Nikolskoer Weg,"15",14109,Wannsee,,restaurant,,,,+49 30 805 2914,https://www.blockhaus-nikolskoe.de/,german,,technical_monument,,,,,,,Blockhaus Nikolskoe,Mo-Su 11:00-19:00,,no,,yes,52.424441999999999,13.116311000000000,Steglitz-Zehlendorf,620.022744133548372
node/257704934,Frieda-Arnheim-Promenade,"7",13585,Hakenfelde,,restaurant,,,,+49 030 54842743,https://aguarestaurant.de,mexican,,,,,,,,,Agua TexMex,Mo-Su 11:00-23:00,yes,,,yes,52.546258000000002,13.211914999999999,Spandau,248.468773999855017
node/258497093,Rosenstraße,"19",10178,Mitte,,restaurant,,,,+49 30 84711058,,asian,,,yes,yes,true,,,,Eden,"Mo-Fr 12:00-23:00; Sa 13:00-23:00; Su 17:00-23:00",yes,outside,,yes,52.521932000000000,13.404800000000000,Mitte,39.541156580026474
node/259607063,,,,,,restaurant,,,,,,international,,,,,,,,,Unvernunft,"Mo-Th 12:00-20:00; Fr 12:00-22:00",,,,,52.535516999999999,13.202052999999999,Spandau,179.307305963980554
node/259608175,Möllentordamm,"1",13597,Spandau,,restaurant,,,,+49 30 84526667,https://teloneio.de,greek,yes,,,,true,,,,Taverna Teloneio,"Mo-Su 12:00-23:00; Jan 01 14:00-21:00; Dec 31 12:00-18:00",yes,,yes,limited,52.539921999999997,13.207419000000000,Spandau,117.129807578909961
node/260565390,Fechnerstraße,"30",10717,Wilmersdorf,,restaurant,,,,,,french,,,,yes,true,,,,Garcon,10:00-01:00,yes,,,yes,52.489491999999998,13.319673000000000,Charlottenburg-Wilmersdorf,286.146709506048921
node/260769037,Bellevuestraße,3-5,10785,Tiergarten,,restaurant,,,,+49 30 25751280,https://www.bier-genuss.berlin/de/lindenbraeu-am-potsdamer-platz,german,,,,,true,,,,Lindenbräu,"Su-Th 11:30-01:30, Fr-Sa 11:30-02:30",yes,,,yes,52.510292000000000,13.372668000000001,Mitte,126.592436011677165
node/260866916,,,,,,restaurant,,,,,,german,,,,,,,,,Dittmanns Drogerie,,,,,yes,52.402963999999997,13.585665000000001,Treptow-Köpenick,539.025668871299104
node/262462062,Strausberger Platz,"2",10243,Friedrichshain,,restaurant,,,,,,italian,,,,no,true,,,,Ristorante a Mano,Mo-Su 12:00-23:00,yes,,,limited,52.519373000000002,13.427509000000001,Friedrichshain-Kreuzberg,193.852514044723875
node/262943658,Boxhagener Straße,"108",10245,Friedrichshain,,restaurant,,,,,,asian,,,yes,yes,true,,,,Hangmee,12:00-24:00,yes,,,yes,52.512954999999998,13.457640000000000,Friedrichshain-Kreuzberg,20.272164459736491
node/263701477,Heinrich-Grüber-Straße,"1",12621,Kaulsdorf,false,restaurant,,,,,,german,,,no,yes,true,,,,Gaststätte zur S-Bahn,"Mo-Su,PH 12:00-22:00; Jan-Mar Mo off",yes,outside,yes,no,52.512439999999998,13.587869000000000,Marzahn-Hellersdorf,121.390135776698187
node/263703385,Zanderstraße,"27",12621,Kaulsdorf,,restaurant,,,,+49 30 5689460,https://www.zum-oberfeld.de,german,,,,,true,,wlan,,Gasthof zum Oberfeld,"Mo-Su,PH 12:00-22:00",yes,,,no,52.515717000000002,13.593590000000001,Marzahn-Hellersdorf,25.839282406828328
node/267245397,,,,,,restaurant,,,,,,italian,,,,,,,,,Pizza Pasta Gatow,"PH,Mo-Su 11:00-23:00",,,,yes,52.511459000000002,13.181399000000001,Spandau,93.922954953515315
node/267851662,Georgenstraße,"25",,,,restaurant,,,,,,vietnamese,,,,,,,,,Hoa Rong,"Mo-Fr 11:30-23:00; Sa 13:00-23:00",,,,yes,52.519714000000000,13.387751000000000,Mitte,16.175208449853862
node/268179512,Clayallee,"1",14195,Grunewald,,restaurant,,,"50",,http://www.machiavelli-berlin.de/,international,,,,,,,,,Machiavelli,,,,,limited,52.474800000000002,13.278179000000000,Charlottenburg-Wilmersdorf,138.447517559537999
node/268500238,Ahornstraße,"32",12163,Steglitz,,restaurant,,,,,,thai,,,,,,,,,Sida,"Tu-Sa 12:00-21:00; Su 14:00-21:00",,,,no,52.460514000000003,13.323131000000000,Steglitz-Zehlendorf,154.993072821643722
node/268977847,Kurfürstendamm,"105",10711,Halensee,,restaurant,,,,"+49308911305",http://www.eiffel-berlin.de/,french,,,,,,,,,Eiffel,Mo-Su 09:00-23:00,,,,yes,52.497988999999997,13.294472000000001,Charlottenburg-Wilmersdorf,70.431605257766350
node/268998367,Xantener Straße,"1",10707,Wilmersdorf,,restaurant,,,,"+49308839014",http://www.das-xantener-eck.de/,german,,,,yes,true,,,,Xantener Eck,,yes,,,limited,52.498821999999997,13.307646000000000,Charlottenburg-Wilmersdorf,89.611147192276349
node/268999713,Uhlandstraße,"149",10719,Wilmersdorf,,restaurant,,,,,https://casa-di-maria.de/,italian,,,no,yes,true,,,,Casa di Maria,Mo-Sa 12:00-23:00,yes,,,no,52.496811000000001,13.324446999999999,Charlottenburg-Wilmersdorf,60.718506818983244
node/269486924,Richardplatz,"20",12055,Neukölln,,restaurant,,,,,,indian,,,yes,yes,true,,,,Shaan,Mo-Su 12:00-18:00+,yes,,yes,no,52.473954999999997,13.446854000000000,Neukölln,413.623365428519094
node/269486925,Richardplatz,"5",12055,Neukölln,,restaurant,,,,,,austrian,,,,no,true,,,,Restaurant Louis,"We-Su 11:30-23:00; Mo, Tu 12:15-23:00",sidewalk,,,limited,52.474338000000003,13.445280000000000,Neukölln,455.363417094093393
node/269675644,Helgoländer Ufer,"7",10557,Moabit,,restaurant,,,,+49 30 98331150,,italian,,,yes,yes,true,,,,Da Ponte,Tu-Su 16:00-23:00,yes,,,yes,52.522091000000003,13.348822999999999,Mitte,151.415094588550829
node/269675879,Lüneburger Straße,"390",10557,Moabit,,restaurant,,,,,,italian,,,yes,yes,true,,,,Trattoria Fidelia,"Mo-Sa 11:30-23:00, Su 12:00-23:00",yes,,,no,52.519475999999997,13.355699000000000,Mitte,71.597704837493140
node/269676264,Elisabeth-Abegg-Straße,"1",10557,Moabit,,restaurant,,,,+49 30 33099720,,german,,,no,yes,true,,,,Zollpackhof,Mo-Su 11:00-00:00,yes,,,yes,52.521281999999999,13.366849999999999,Mitte,150.416869181950830
node/269712300,Müller-Breslau-Straße,"1",10623,Tiergarten,,restaurant,,,,"+49303139909",http://www.schleusenkrug.de,german,,,,,true,,no,,Schleusenkrug,Mo-Su 10:00-22:00,yes,outside,,yes,52.511274999999998,13.335988000000000,Mitte,286.128804089992570
node/270190091,,,10585,Charlottenburg,,restaurant,,,,,,arab,,,,,,,,,Rüya Gemüse Kebab,Mo-Sa 11:00-21:30,,outside,yes,limited,52.513792000000002,13.317031000000000,Charlottenburg-Wilmersdorf,133.238965717843797
node/271668766,Hauptstraße,"11",10827,Schöneberg,,restaurant,,,,+49 30 7848570,,turkish,,,,,true,,,,Aspendos,,yes,,,yes,52.488345000000002,13.358010000000000,Tempelhof-Schöneberg,52.215767763085893
node/272446730,Lindenthaler Allee,"46",14163,Zehlendorf,,restaurant,,,,,,italian,,,,,,,,,Trattoria Piazza Siciliana,"Mo-Sa 17:00-24:00, Su,PH 12:00-24:00",,,yes,yes,52.430379000000002,13.230601999999999,Steglitz-Zehlendorf,118.283791739496465
node/274239322,Monumentenstraße,"31",10829,Schöneberg,,restaurant,,,,,,italian,,,,,true,,,,cielo di berlino,"Tu-Fr 13:00-24:00; Mo,Sa 16:00-24:00; Su 14:00-23:00",yes,no,,limited,52.488177999999998,13.370321000000001,Tempelhof-Schöneberg,362.755217853925615
node/276107001,Torfstraße,"9",13353,Wedding,,restaurant,,,,,,german,,,no,yes,true,,wlan,no,Fünf & Sechzig,Mo-Su 08:00-00:00,yes,,,limited,52.540002000000001,13.352731000000000,Mitte,191.573843664415989
node/276134994,Wedellstraße,"31",12249,Lankwitz,,restaurant,,,,,,italian,,,,,,,,,Bardolino,"Tu-Fr 16:00-22:00+, Sa,Su,PH 12:00-22:00+",,,,limited,52.433979999999998,13.359207000000000,Steglitz-Zehlendorf,35.271243472799341
node/276344490,Richterstraße,"9",12526,Bohnsdorf,,restaurant,,,,,,greek,,,,,,,,,Restaurant Rhodos,"Su-Th,PH 12:00-23:00, Fr,Sa 12:00-24:00",,,,no,52.411332000000002,13.573001000000000,Treptow-Köpenick,70.676177446959116
node/277525547,Königin-Luise-Straße,"52",14195,Dahlem,,restaurant,,,,,,german,no,,,,,,,,Alter Krug,"Mo-Sa 11:00-23:00; Su 10:00-23:00",,outside,,yes,52.457847999999998,13.288235000000000,Steglitz-Zehlendorf,111.736852655088924
node/277606109,Südwestkorso,"10",12161,Friedenau,,restaurant,,,,,,italian,,,,yes,true,,,,Mario,Mo-Su 12:00-24:00,yes,,,no,52.475076999999999,13.323407000000000,Tempelhof-Schöneberg,58.725331683173401
node/278125054,Simplonstraße,"16",10245,Friedrichshain,,restaurant,,,,+49 30 29049704,,austrian,,,,yes,true,,,,Schneeweiß,Mo-Sa 17:00-24:00,yes,,,no,52.508645000000001,13.458202999999999,Friedrichshain-Kreuzberg,113.455986031818369
node/278125892,Holteistraße,6-9,10245,Friedrichshain,,restaurant,,,,,,international,,,yes,yes,true,,,,Alte Turnhalle Berlin,"May-Sep: Su-Th 10:00-00:00, Fr-Sa 09:00-01:00; Oct-Apr: Sa-Su 10:00-15:00; PH 10:00-15:00",yes,yes,,yes,52.507199000000000,13.465299000000000,Friedrichshain-Kreuzberg,110.494071877789665
node/278280125,,,,,,restaurant,,,,,,italian,,,,yes,true,,,,Vereinszimmer,"Mo-Fr 08:00-20:00; Sa,Su 09:00-20:00",yes,,,yes,52.490000000000002,13.382507000000000,Friedrichshain-Kreuzberg,24.006807051315871
node/278280155,Kreuzbergstraße,"71",10965,,,restaurant,,,,,,italian,,,,,true,,,,Osteria Nº 1,,yes,,,limited,52.489775000000002,13.383217999999999,Friedrichshain-Kreuzberg,70.090169301860911
node/278295467,,,,Kreuzberg,,restaurant,,,,,,asian,,,,yes,true,,,,Pagode,Mo-Su 12:00-23:00,yes,,,no,52.489311000000001,13.393394000000001,Friedrichshain-Kreuzberg,24.905726443574903
node/278874953,Rigaer Straße,"30",10247,Friedrichshain,false,restaurant,,,,+49 30 55205071,http://www.chaiji.de/,indian,,,yes,yes,true,,wlan,,Chai Ji,"Su-Th 12:00-23:00; Fr-Sa 12:00-24:00",yes,,,no,52.516542999999999,13.463539000000001,Friedrichshain-Kreuzberg,209.769613807590474
node/278874970,Mainzer Straße,"10",10247,Friedrichshain,,restaurant,,,,,,asian,,,,yes,true,,,,Kyoto,"Mo-Fr 12:00-22:00; Sa 17:00-22:00; Su 16:00-22:00",yes,,,,52.513154000000000,13.462049000000000,Friedrichshain-Kreuzberg,241.193639786641654
node/278874977,Mainzer Straße,"14",10247,,false,restaurant,,,,,,italian,,,,yes,true,,,,Eatalian,"Su-Th 11:30-24:00, Fr,Sa 11:30-02:00",yes,outside,,no,52.512267999999999,13.461449000000000,Friedrichshain-Kreuzberg,132.564327157143794
node/278887997,Niederbarnimstraße,"27",10247,Friedrichshain,,restaurant,,,,,,indian,,,yes,yes,true,,,,Aashish,Mo-Su 12:00-23:00,yes,,,yes,52.514941999999998,13.460270000000000,Friedrichshain-Kreuzberg,279.936814592969540
node/279301578,Linienstraße,"133",10115,,,restaurant,,,,,,german,,,,,true,,,,Gambrinus,,yes,,,no,52.526445000000002,13.387948000000000,Mitte,27.342118337856405
node/279302123,Oranienburger Straße,"45",10117,,,restaurant,,,,,,indian,yes,,yes,yes,true,,,,Amrit,"Su-Th 11:30-24:00,Fr-Sa 11:30-01:00; PH off",yes,,,no,52.525942000000001,13.389627000000001,Mitte,124.163050587380170
node/279391660,Uferstraße,"13",13357,Gesundbrunnen,,restaurant,,,,+49 30 46600510,,italian,,,,,true,,,,Uferlos,Tu-Sa 18:00-24:00,yes,,,yes,52.550607999999997,13.373355000000000,Mitte,308.322499885927982
node/280823781,Müllerstraße,"70",13349,Wedding,,restaurant,,,,+49 30 43722727,https://www.homey-restaurant.de/,asian,,,,,true,,,,Homey,"Mo-Fr 11:00-22:00; PH,Sa-Su 12:00-22:00",yes,,,,52.556958000000002,13.340956000000000,Mitte,29.961915411223952
node/280836222,,,,,,restaurant,,,,,,thai,,,,,true,,,,Scorpion,,yes,,,yes,52.528823000000003,13.342903000000000,Mitte,72.033581728423101
node/281827765,Karower Straße,"1",13125,Buch,,restaurant,,,,,,italian,,,yes,yes,,,,,Il Castello,"Mo-Sa 12:00-24:00, Su 12:00-23:00",,,,no,52.635038999999999,13.499520000000000,Pankow,142.731146528309125
node/282099921,Frankfurter Allee,"97",10247,Friedrichshain,,restaurant,,,,,,vietnamese,,,,,true,,,,Gold 79,,yes,,,,52.514099999999999,13.473032999999999,Friedrichshain-Kreuzberg,139.938358779531029
node/282415700,Gärtnerstraße,29a,10245,Friedrichshain,false,restaurant,,,,,,italian,,,no,yes,true,,,,Hannibal,"Su-Th 09:00-02:00, Fr,Sa 09:00-04:00",yes,outside,,yes,52.509140000000002,13.459883000000000,Friedrichshain-Kreuzberg,15.198886822675439
node/282416717,Gabriel-Max-Straße,"2",10245,Friedrichshain,false,restaurant,,,,+49 30 29364130,https://ritrovo.de,italian,,,yes,yes,true,,,,il Ritrovo,Mo-Su 12:00-21:00,yes,outside,,no,52.509566999999997,13.458085000000001,Friedrichshain-Kreuzberg,112.387060933007376
node/282421969,Simon-Dach-Straße,"2",10245,Friedrichshain,,restaurant,,,,,,asian,,,yes,yes,true,,,,Lemongrass,"Mo-Su,PH 12:00-23:00",yes,no,,yes,52.512478999999999,13.457167999999999,Friedrichshain-Kreuzberg,48.987641336409631
node/282430006,Frankfurter Allee,"21",10247,Friedrichshain,,restaurant,,,,,,vietnamese,,,,,true,,,,Meet Saigon,,yes,,,yes,52.515878000000001,13.458543000000001,Friedrichshain-Kreuzberg,215.817893606766290
node/282430458,Frankfurter Allee,"17",10247,,,restaurant,,,,,,italian,yes,,,yes,true,,,,Allermunde Pizzamanufaktur,Mo-Su 16:00-00:00,yes,,,no,52.515929999999997,13.457951000000000,Friedrichshain-Kreuzberg,177.706403208022152
node/282738640,Proskauer Straße,"29",10247,Friedrichshain,,restaurant,,,,,https://sethrestaurant.jimdo.com/,pakistani,,,,yes,,,,,Seth,"Sa-Th 12:00-23:00+; Fr 15:30-23:00+",,,,no,52.517256000000003,13.460888000000001,Friedrichshain-Kreuzberg,327.355370499655976
node/282739409,Rigaer Straße,"26",10247,Friedrichshain,false,restaurant,,,,,,thai,,,,,true,,,,Koy,Mo-Su 11:30-23:00,yes,,yes,yes,52.516801999999998,13.462137999999999,Friedrichshain-Kreuzberg,277.643619429597663
node/282741146,Schreinerstraße,"51",10247,Friedrichshain,false,restaurant,,,,,,russian,,,,yes,true,,,,Anastasia,"Mo-Su,PH 12:00+",yes,outside,,yes,52.517408000000003,13.465851000000001,Friedrichshain-Kreuzberg,301.027940075695653
node/282744469,Bänschstraße,"67",10247,Friedrichshain,,restaurant,,,,,,italian,,,yes,yes,,,,,Papaleo,"Tu-Sa 16:00-23:00; Su 16:00-22:30",no,no,yes,no,52.517966999999999,13.467624000000001,Friedrichshain-Kreuzberg,265.156956404217510
node/282749068,,,10247,,,restaurant,,,,,,vietnamese,,,yes,yes,true,,,,Asahi Sushi,"Mo-Fr 11:00-23:00, Sa,Su 13:00-23:00",yes,outside,,limited,52.515341999999997,13.471852000000000,Friedrichshain-Kreuzberg,189.973576570921409
node/282749069,Rigaer Straße,"52",10247,Friedrichshain,false,restaurant,,,,,,indian,,,yes,yes,true,,,,Yogi Haus,"PH,Mo-Su 12:00-24:00",yes,outside,,limited,52.515120000000003,13.471608000000000,Friedrichshain-Kreuzberg,202.151693008321985
node/283569696,Gudrunstraße,5A,10365,Lichtenberg,,restaurant,,,,+49 30 57799288,http://athos-berlin.de/,greek,no,,no,yes,true,,,,Restaurant Athos,"PH,Tu-Su 11:30-23:00",yes,outside,yes,no,52.512988999999997,13.501274000000000,Lichtenberg,21.386701074553208
node/285068301,,,,,,restaurant,,,,,,italian,,,,,true,,,,Trattoria Cinque,Mo-Su 12:00-23:00,yes,,,,52.511329000000003,13.458563000000000,Friedrichshain-Kreuzberg,149.580623210759228
